Kruskal's Using Unordered Map Results
(0,143,1)
(2,479,1)
(3,443,1)
(4,74,1)
(5,708,1)
(7,12,1)
(10,60,1)
(16,41,1)
(24,836,1)
(28,122,1)
(31,288,1)
(39,345,1)
(48,1129,1)
(69,929,1)
(70,110,1)
(90,106,1)
(120,320,1)
(122,1017,1)
(162,445,1)
(166,724,1)
(0,97,2)
(1,1018,2)
(3,39,2)
(3,109,2)
(6,214,2)
(11,26,2)
(11,82,2)
(13,423,2)
(19,466,2)
(32,33,2)
(32,578,2)
(39,94,2)
(40,171,2)
(53,467,2)
(75,546,2)
(115,375,2)
(120,268,2)
(130,673,2)
(2,1016,3)
(5,29,3)
(5,205,3)
(6,968,3)
(9,303,3)
(12,13,3)
(20,943,3)
(22,115,3)
(31,120,3)
(33,238,3)
(33,1095,3)
(39,43,3)
(48,208,3)
(48,1030,3)
(59,114,3)
(69,1063,3)
(90,636,3)
(92,338,3)
(92,993,3)
(109,452,3)
(132,920,3)
(149,663,3)
(1,77,4)
(1,525,4)
(2,674,4)
(3,226,4)
(9,135,4)
(9,199,4)
(11,905,4)
(12,154,4)
(13,948,4)
(24,1000,4)
(28,125,4)
(32,603,4)
(38,774,4)
(84,994,4)
(2,55,5)
(4,232,5)
(8,17,5)
(9,1127,5)
(11,727,5)
(13,988,5)
(23,923,5)
(24,813,5)
(26,588,5)
(43,116,5)
(58,945,5)
(109,607,5)
(1,746,6)
(1,1117,6)
(4,211,6)
(9,399,6)
(13,26,6)
(17,312,6)
(20,62,6)
(40,458,6)
(54,1045,6)
(57,80,6)
(68,95,6)
(70,645,6)
(89,1067,6)
(106,694,6)
(133,350,6)
(157,733,6)
(0,165,7)
(0,213,7)
(1,16,7)
(1,37,7)
(1,59,7)
(1,209,7)
(2,192,7)
(4,223,7)
(7,144,7)
(9,536,7)
(13,84,7)
(20,625,7)
(21,91,7)
(22,972,7)
(23,142,7)
(31,628,7)
(56,79,7)
(56,86,7)
(57,132,7)
(71,944,7)
(85,586,7)
(89,318,7)
(104,826,7)
(114,116,7)
(134,381,7)
(167,1015,7)
(176,293,7)
(1,19,8)
(3,68,8)
(11,564,8)
(13,71,8)
(14,122,8)
(15,49,8)
(18,919,8)
(48,1090,8)
(52,591,8)
(66,850,8)
(68,656,8)
(69,417,8)
(143,1051,8)
(0,791,9)
(7,38,9)
(22,756,9)
(31,83,9)
(32,195,9)
(49,73,9)
(56,97,9)
(66,432,9)
(86,106,9)
(88,379,9)
(106,707,9)
(114,193,9)
(120,454,9)
(120,1012,9)
(125,835,9)
(133,368,9)
(150,198,9)
(5,180,10)
(5,655,10)
(32,149,10)
(60,311,10)
(85,161,10)
(89,396,10)
(92,231,10)
(92,763,10)
(133,1122,10)
(151,857,10)
(4,16,11)
(4,69,11)
(5,166,11)
(9,149,11)
(13,65,11)
(17,102,11)
(20,1097,11)
(31,969,11)
(51,58,11)
(52,519,11)
(109,119,11)
(0,216,12)
(2,715,12)
(5,93,12)
(9,1080,12)
(39,711,12)
(59,107,12)
(59,1040,12)
(69,80,12)
(83,665,12)
(101,147,12)
(0,325,13)
(1,50,13)
(1,156,13)
(5,57,13)
(9,113,13)
(9,904,13)
(11,932,13)
(12,59,13)
(18,566,13)
(18,768,13)
(19,148,13)
(24,605,13)
(29,36,13)
(29,242,13)
(47,133,13)
(70,222,13)
(79,755,13)
(120,590,13)
(146,367,13)
(159,457,13)
(166,373,13)
(0,533,14)
(2,20,14)
(4,85,14)
(4,573,14)
(10,28,14)
(11,246,14)
(13,510,14)
(13,596,14)
(22,61,14)
(32,334,14)
(59,164,14)
(64,378,14)
(65,802,14)
(79,209,14)
(88,220,14)
(156,349,14)
(6,168,15)
(8,144,15)
(11,14,15)
(17,27,15)
(18,117,15)
(24,383,15)
(33,840,15)
(35,95,15)
(53,55,15)
(89,448,15)
(90,701,15)
(115,483,15)
(118,853,15)
(134,361,15)
(145,1050,15)
(166,228,15)
(2,5,16)
(2,104,16)
(3,1031,16)
(5,735,16)
(7,503,16)
(9,487,16)
(11,1095,16)
(20,1134,16)
(35,705,16)
(48,189,16)
(0,996,17)
(0,1146,17)
(5,182,17)
(11,167,17)
(15,133,17)
(19,170,17)
(22,102,17)
(33,643,17)
(33,764,17)
(53,474,17)
(58,326,17)
(59,1067,17)
(68,1014,17)
(102,1093,17)
(120,174,17)
(133,261,17)
(0,73,18)
(0,178,18)
(0,640,18)
(6,386,18)
(6,935,18)
(7,152,18)
(18,58,18)
(21,981,18)
(53,136,18)
(53,298,18)
(69,1039,18)
(71,105,18)
(73,101,18)
(79,529,18)
(13,309,19)
(14,662,19)
