Kruskal's Using Unordered Map Results
(3,174,1)
(7,271,1)
(9,20,1)
(16,303,1)
(16,384,1)
(24,29,1)
(51,386,1)
(57,165,1)
(2,422,2)
(9,34,2)
(15,63,2)
(36,101,2)
(43,247,2)
(45,178,2)
(55,152,2)
(7,10,3)
(16,335,3)
(17,200,3)
(21,159,3)
(4,5,4)
(6,30,4)
(10,343,4)
(28,220,4)
(30,41,4)
(45,340,4)
(0,113,5)
(4,69,5)
(12,31,5)
(15,68,5)
(57,151,5)
(12,23,6)
(14,398,6)
(54,253,6)
(59,74,6)
(62,199,6)
(2,15,7)
(4,75,7)
(11,38,7)
(18,127,7)
(27,95,7)
(29,38,7)
(2,418,8)
(14,65,8)
(17,36,8)
(57,158,8)
(6,125,9)
(15,18,9)
(17,92,9)
(5,90,10)
(16,426,10)
(29,74,10)
(36,168,10)
(59,69,10)
(64,69,10)
(1,20,11)
(11,45,11)
(17,346,11)
(21,33,11)
(41,208,11)
(6,139,12)
(9,325,12)
(9,19,12)
(12,87,12)
(38,48,12)
(0,7,13)
(2,38,13)
(5,41,13)
(9,45,13)
(27,70,13)
(55,256,13)
(62,377,13)
(69,424,13)
(12,34,14)
(16,320,14)
(17,407,14)
(25,65,14)
(38,222,14)
(45,267,14)
(56,89,14)
(2,143,15)
(5,21,15)
(6,58,15)
(7,67,15)
(14,155,15)
(51,195,15)
(0,1,16)
(13,57,16)
(15,62,16)
(18,181,16)
(2,136,17)
(16,207,17)
(47,204,17)
(1,17,18)
(7,96,18)
(12,274,18)
(13,76,18)
(16,57,18)
(33,231,18)
(56,250,18)
(3,74,19)
(4,49,19)
(2,70,20)
(2,207,20)
(7,273,20)
(8,279,20)
(12,404,20)
(21,37,20)
(47,105,20)
(49,311,20)
(57,257,20)
(72,405,20)
(10,330,21)
(10,443,21)
(12,46,21)
(21,233,21)
(37,162,21)
(45,378,21)
(63,348,21)
(71,332,21)
(7,260,22)
(8,132,22)
(12,52,22)
(22,229,22)
(45,213,22)
(14,399,23)
(17,285,23)
(40,100,23)
(71,117,23)
(6,72,24)
(6,221,24)
(7,14,24)
