Kruskal's Using Unordered Map Results
(1,596,1)
(7,308,1)
(10,33,1)
(14,35,1)
(15,27,1)
(23,52,1)
(24,286,1)
(35,53,1)
(44,329,1)
(49,61,1)
(58,393,1)
(62,314,1)
(66,659,1)
(93,311,1)
(100,594,1)
(3,38,2)
(5,9,2)
(5,69,2)
(6,16,2)
(18,20,2)
(29,127,2)
(47,284,2)
(48,110,2)
(73,86,2)
(85,544,2)
(85,716,2)
(103,514,2)
(1,438,3)
(2,169,3)
(3,18,3)
(7,91,3)
(44,548,3)
(44,557,3)
(56,343,3)
(62,408,3)
(66,488,3)
(99,613,3)
(105,147,3)
(3,507,4)
(5,142,4)
(8,266,4)
(9,136,4)
(25,709,4)
(36,88,4)
(44,142,4)
(58,481,4)
(66,536,4)
(80,550,4)
(82,145,4)
(92,549,4)
(3,6,5)
(25,301,5)
(42,522,5)
(59,269,5)
(59,443,5)
(76,89,5)
(78,80,5)
(106,374,5)
(1,3,6)
(15,50,6)
(24,586,6)
(47,453,6)
(48,75,6)
(59,243,6)
(62,99,6)
(80,678,6)
(95,423,6)
(101,118,6)
(0,3,7)
(3,7,7)
(6,37,7)
(8,65,7)
(11,34,7)
(44,245,7)
(59,96,7)
(62,561,7)
(65,204,7)
(1,5,8)
(1,474,8)
(17,552,8)
(19,50,8)
(33,660,8)
(44,629,8)
(53,313,8)
(55,178,8)
(101,634,8)
(2,5,9)
(33,342,9)
(59,419,9)
(59,658,9)
(78,571,9)
(89,623,9)
(8,29,10)
(39,227,10)
(44,547,10)
(53,69,10)
(68,134,10)
(106,530,10)
(111,569,10)
(1,123,11)
(1,461,11)
(10,18,11)
(10,97,11)
(16,427,11)
(24,360,11)
(30,100,11)
(37,553,11)
(74,387,11)
(86,113,11)
(0,78,12)
(1,19,12)
(1,322,12)
(3,199,12)
(5,22,12)
(8,567,12)
(11,157,12)
(15,155,12)
(18,191,12)
(36,485,12)
(44,232,12)
(44,593,12)
(44,700,12)
(53,55,12)
(59,206,12)
(82,288,12)
(99,448,12)
(7,148,13)
(10,82,13)
(35,459,13)
(53,310,13)
(59,106,13)
(64,89,13)
(101,632,13)
(3,24,14)
(3,25,14)
(4,135,14)
(5,432,14)
(6,252,14)
(6,290,14)
(8,56,14)
(11,31,14)
(35,498,14)
(40,297,14)
(51,172,14)
(58,183,14)
(66,280,14)
(82,559,14)
(116,125,14)
(1,247,15)
(3,143,15)
(16,76,15)
(21,128,15)
(27,156,15)
(38,158,15)
(40,359,15)
(59,140,15)
(59,280,15)
(73,697,15)
(0,398,16)
(1,96,16)
(3,138,16)
(3,434,16)
(18,195,16)
(18,31,16)
(34,454,16)
(38,60,16)
(71,147,16)
(8,54,17)
(15,377,17)
(27,79,17)
(44,161,17)
(44,391,17)
(62,651,17)
(73,336,17)
(0,646,18)
(1,4,18)
(15,40,18)
(15,187,18)
(35,234,18)
(38,41,18)
(59,431,18)
(62,610,18)
(66,429,18)
(73,392,18)
(82,554,18)
(91,426,18)
(107,422,18)
(0,103,19)
(6,683,19)
(9,615,19)
(16,330,19)
(39,120,19)
(43,689,19)
(44,591,19)
(62,77,19)
(82,293,19)
(95,351,19)
(101,146,19)
(1,394,20)
(3,117,20)
(5,133,20)
(8,48,20)
(11,42,20)
(17,88,20)
(40,43,20)
(44,462,20)
(74,281,20)
(1,116,21)
(7,346,21)
(25,402,21)
(37,458,21)
(59,170,21)
(89,99,21)
(106,396,21)
(0,523,22)
(1,47,22)
(3,63,22)
(3,101,22)
(44,439,22)
(86,319,22)
(104,117,22)
(44,261,23)
(44,411,23)
(44,455,23)
(85,483,23)
(86,463,23)
(108,444,23)
(108,608,23)
(121,138,23)
(6,70,24)
(22,542,24)
(23,125,24)
(36,153,24)
(37,524,24)
(44,225,24)
(44,627,24)
(49,478,24)
(92,246,24)
(92,605,24)
(99,582,24)
(108,248,24)
(108,566,24)
(1,372,25)
(15,177,25)
(30,40,25)
(62,176,25)
(63,399,25)
(82,216,25)
(3,51,26)
(5,564,26)
(24,108,26)
(29,221,26)
(99,410,26)
(2,712,27)
(3,111,27)
(6,664,27)
(10,29,27)
(13,519,27)
(17,39,27)
(19,26,27)
(21,22,27)
(36,353,27)
(43,274,27)
(47,86,27)
(58,580,27)
(67,307,27)
(9,464,28)
(32,41,28)
(35,235,28)
(39,197,28)
(53,433,28)
(0,39,29)
(2,525,29)
(13,508,29)
(19,451,29)
(22,292,29)
(59,710,29)
(85,354,29)
(3,497,30)
(13,37,30)
(31,450,30)
(47,477,30)
(62,264,30)
(90,312,30)
(1,49,31)
(1,84,31)
(43,107,31)
(44,395,31)
(59,406,31)
(83,332,31)
(106,257,31)
(108,475,31)
(8,254,32)
(10,112,32)
(31,213,32)
(33,500,32)
(55,373,32)
(59,665,32)
(68,98,32)
(86,546,32)
(92,151,32)
(3,447,33)
(22,469,33)
(26,479,33)
(43,513,33)
(95,239,33)
(18,139,34)
(58,87,34)
(59,568,34)
(5,517,35)
(15,625,35)
(23,230,35)
(33,174,35)
(36,609,35)
(58,482,35)
(71,334,35)
(85,465,35)
(95,355,35)
(110,255,35)
(5,585,36)
(34,287,36)
(38,237,36)
(44,160,36)
(70,344,36)
(97,423,36)
(0,521,37)
(16,668,37)
(40,105,37)
(41,504,37)
(43,256,37)
(53,404,37)
(95,363,37)
(1,275,38)
(16,194,38)
(16,291,38)
(25,345,38)
(25,622,38)
(47,640,38)
(85,341,38)
(17,28,39)
(25,182,39)
(53,228,39)
(59,276,39)
(61,323,39)
(86,263,39)
(111,653,39)
(5,83,40)
(40,339,40)
(77,279,40)
(92,676,40)
(2,633,41)
(3,606,41)
(28,381,41)
(5,316,42)
(17,163,42)
(28,382,42)
(41,327,42)
(44,209,42)
(50,670,42)
(53,260,42)
(58,702,42)
(69,589,42)
(90,244,42)
(0,72,43)
(3,708,43)
(5,45,43)
(13,612,43)
(40,365,43)
(44,192,43)
(82,186,43)
(98,135,43)
(99,242,43)
(0,570,44)
(5,424,44)
(6,350,44)
(8,122,44)
(36,179,44)
(36,574,44)
(41,144,44)
(44,467,44)
(49,641,44)
(59,707,44)
(112,124,44)
(0,74,45)
(2,46,45)
(6,620,45)
(6,57,45)
(14,226,45)
(15,390,45)
(43,619,45)
(44,526,45)
(45,102,45)
(69,616,45)
(0,220,46)
(33,425,46)
(36,238,46)
(61,543,46)
(108,648,46)
(112,618,46)
(2,602,47)
(6,253,47)
(11,205,47)
(16,259,47)
(37,662,47)
(57,576,47)
(65,132,47)
(77,527,47)
(91,218,47)
(102,604,47)
(108,540,47)
(3,490,48)
(6,348,48)
(8,265,48)
(16,285,48)
(41,611,48)
(44,430,48)
(82,164,48)
(82,515,48)
(8,340,49)
(24,560,49)
(39,328,49)
(41,510,49)
(44,584,49)
(60,486,49)
(62,663,49)
(91,588,49)
(1,152,50)
(1,535,50)
(15,494,50)
(16,384,50)
(59,541,50)
(59,556,50)
(90,492,50)
(0,233,51)
(9,94,51)
(27,592,51)
(44,647,51)
(102,685,51)
(3,401,52)
(17,222,52)
(56,87,52)
(81,283,52)
(106,639,52)
(3,449,53)
(11,601,53)
(16,436,53)
(33,304,53)
(43,631,53)
(59,317,53)
(73,92,53)
(90,125,53)
(3,211,54)
(5,487,54)
(16,270,54)
(18,93,54)
(39,333,54)
(64,309,54)
(66,445,54)
(69,715,54)
(81,142,54)
(4,706,55)
(6,294,55)
(39,642,55)
(62,383,55)
(79,376,55)
(85,370,55)
(85,578,55)
(90,603,55)
(107,538,55)
(36,249,56)
(52,175,56)
(1,231,57)
(1,701,57)
(18,555,57)
(33,126,57)
(44,303,57)
(5,131,58)
(7,85,58)
(29,493,58)
(57,714,58)
(102,675,58)
(26,241,59)
(79,251,59)
(82,480,59)
(95,356,59)
(2,67,60)
(3,364,60)
(6,671,60)
(8,207,60)
(79,684,60)
(99,268,60)
(2,119,61)
(5,325,61)
(5,473,61)
(8,644,61)
(35,435,61)
(37,397,61)
(58,499,61)
(62,457,61)
(77,520,61)
(3,272,62)
(50,171,62)
(59,496,62)
(0,409,63)
(36,114,63)
(36,240,63)
(47,428,63)
(53,452,63)
(57,271,63)
(78,418,63)
(1,441,64)
(7,690,64)
(41,324,64)
(59,366,64)
(77,597,64)
(88,693,64)
(108,388,64)
(1,572,65)
(6,385,65)
(23,389,65)
(25,367,65)
(85,621,65)
(3,614,66)
(14,440,66)
(38,512,66)
(47,129,66)
(53,650,66)
(112,202,66)
(1,587,67)
(39,577,67)
(53,511,67)
(1,115,68)
(1,400,68)
(23,495,68)
(33,180,68)
(34,529,68)
(40,416,68)
(63,109,68)
(6,699,69)
(40,607,69)
(43,617,69)
(44,349,69)
(82,460,69)
(93,446,69)
(0,652,70)
(44,358,70)
(44,691,70)
(3,184,71)
(27,278,71)
(35,590,71)
(44,466,71)
(59,456,71)
(102,674,71)
(29,141,72)
(44,300,72)
(44,598,72)
(59,421,72)
(85,583,72)
(99,628,72)
(0,380,73)
(3,201,73)
(4,12,73)
(6,415,73)
(24,295,73)
(78,162,73)
(84,200,73)
(91,694,73)
(94,669,73)
(99,472,73)
(0,165,74)
(1,573,74)
(37,533,74)
(54,335,74)
(59,502,74)
(74,150,74)
(77,537,74)
(85,167,74)
(0,518,75)
(1,219,75)
(18,306,75)
(36,643,75)
(37,476,75)
(42,149,75)
(82,173,75)
(86,655,75)
(87,638,75)
(95,692,75)
(9,236,76)
(15,489,76)
(27,130,76)
(30,654,76)
(36,686,76)
(77,531,76)
(91,624,76)
(101,229,76)
(107,298,76)
(8,386,77)
(31,412,77)
(54,696,77)
(58,667,77)
(62,215,77)
(66,420,78)
(2,484,79)
(3,379,79)
(6,224,79)
(6,347,79)
(14,534,79)
(44,680,79)
(6,315,80)
(24,258,80)
(61,528,80)
(62,672,80)
(99,437,80)
